Word,ipa,Iconicity,phon_pred,sem_pred,comb_pred,pred_diff,Conc.M
pooch,put͡ʃ,0.517,0.62,0.837,0.635,-0.217,0.83
mouse,maws,0.597,0.516,0.832,0.53,-0.315,0.958
huge,hjud͡ʒ,0.583,0.594,0.818,0.602,-0.223,0.635
clipped,klɪpt,0.6,0.55,0.799,0.545,-0.248,0.602
igloo,ɪɡlu,0.533,0.539,0.784,0.555,-0.244,0.933
coop,kup,0.5,0.634,0.783,0.631,-0.149,0.865
sooth,suθ,0.727,0.621,0.783,0.636,-0.162,0.277
cheesecake,t͡ʃizkejk,0.667,0.533,0.78,0.548,-0.248,0.992
camp,kæmp,0.45,0.558,0.772,0.557,-0.215,0.837
blues,bluz,0.683,0.604,0.771,0.6,-0.167,0.328
pew,pju,0.773,0.549,0.77,0.561,-0.221,0.73
spike,spajk,0.5,0.533,0.77,0.529,-0.237,0.88
gag,ɡæɡ,0.733,0.566,0.768,0.564,-0.202,0.842
ghoul,ɡul,0.667,0.634,0.768,0.639,-0.134,0.425
preschool,pɹiskul,0.467,0.58,0.767,0.575,-0.188,0.842
loose,lus,0.682,0.594,0.765,0.592,-0.171,0.545
pulpit,pʊlpɪt,0.318,0.504,0.764,0.527,-0.26,0.785
booth,buθ,0.35,0.641,0.764,0.675,-0.122,0.855
who,hu,0.433,0.641,0.763,0.645,-0.123,0.185
bleep,blip,0.931,0.583,0.763,0.596,-0.181,0.525
coupon,kupɔn,0.273,0.507,0.762,0.512,-0.256,0.948
worth,wɹ̩θ,0.273,0.553,0.761,0.552,-0.208,0.222
scrambler,skɹæmblɹ̩,0.567,0.54,0.76,0.554,-0.22,0.518
sheathe,ʃið,0.483,0.6,0.759,0.592,-0.159,0.71
caulk,kɑk,0.542,0.576,0.758,0.608,-0.181,0.92
cook,kʊk,0.545,0.575,0.758,0.563,-0.183,0.83
hack,hæk,0.636,0.574,0.754,0.588,-0.18,0.525
backlash,bæklæʃ,0.545,0.544,0.754,0.554,-0.21,0.213
blow,blow,0.773,0.55,0.753,0.567,-0.203,0.685
seal,sil,0.517,0.543,0.752,0.562,-0.209,0.908
streak,stɹik,0.576,0.546,0.752,0.524,-0.205,0.668
honk,hɑŋk,0.848,0.598,0.748,0.589,-0.15,0.88
cusp,kʌsp,0.55,0.547,0.748,0.526,-0.201,0.435
crick,kɹɪk,0.733,0.545,0.748,0.515,-0.203,
stick,stɪk,0.409,0.512,0.747,0.512,-0.235,0.898
croak,kɹowk,0.846,0.569,0.745,0.579,-0.177,0.705
hoop,hup,0.611,0.64,0.744,0.65,-0.104,0.935
matchbox,mæt͡ʃbɑks,0.55,0.542,0.743,0.565,-0.2,0.945
bunk,bʌŋk,0.606,0.563,0.741,0.6,-0.178,0.825
fluke,fluk,0.567,0.617,0.741,0.625,-0.123,0.335
whoosh,wuʃ,0.95,0.609,0.74,0.625,-0.131,0.41
fume,fjum,0.727,0.54,0.739,0.584,-0.199,0.645
womb,wum,0.561,0.582,0.736,0.581,-0.154,0.842
coke,kowk,0.439,0.579,0.736,0.577,-0.158,0.958
clothes,klowðz,0.333,0.592,0.735,0.592,-0.143,0.94
hoof,huf,0.407,0.616,0.733,0.621,-0.117,0.972
angst,ɑŋkst,0.4,0.554,0.732,0.55,-0.178,0.24
cool,kul,0.717,0.634,0.731,0.619,-0.097,0.632
junk,d͡ʒʌŋk,0.617,0.567,0.731,0.596,-0.164,0.72
bliss,blɪs,0.417,0.528,0.731,0.559,-0.204,0.093
balm,bɑm,0.533,0.52,0.73,0.516,-0.211,0.67
kumquat,kʌmkwɑt,0.267,0.529,0.73,0.546,-0.201,0.97
kickback,kɪkbæk,0.679,0.549,0.729,0.535,-0.18,0.542
pilgrim,pɪlɡɹəm,0.197,0.495,0.728,0.512,-0.233,0.857
gouge,ɡawd͡ʒ,0.65,0.563,0.728,0.573,-0.164,0.55
brute,bɹut,0.517,0.562,0.727,0.546,-0.165,0.578
barf,bɑɹf,0.85,0.517,0.727,0.517,-0.209,0.903
spook,spuk,0.783,0.619,0.727,0.638,-0.108,0.535
presume,pɹɪzum,0.467,0.525,0.726,0.518,-0.202,0.198
screwed,skɹud,0.5,0.576,0.726,0.567,-0.149,0.392
coo,ku,0.667,0.631,0.726,0.639,-0.095,
eat,it,0.439,0.466,0.725,0.492,-0.26,0.86
crotch,kɹɑt͡ʃ,0.47,0.554,0.725,0.547,-0.171,0.942
floozy,fluzi,0.714,0.552,0.725,0.559,-0.173,0.605
hush,hʌʃ,0.8,0.554,0.725,0.552,-0.171,0.51
gruel,ɡɹuɪl,0.597,0.537,0.725,0.511,-0.187,0.732
loon,lun,0.515,0.557,0.724,0.59,-0.167,0.815
fugly,fʌɡli,0.567,0.519,0.724,0.533,-0.206,
gang,ɡæŋ,0.564,0.549,0.724,0.547,-0.175,0.857
stooge,stud͡ʒ,0.517,0.578,0.721,0.575,-0.144,0.578
puke,puk,0.742,0.634,0.721,0.659,-0.088,0.898
homework,howmwɹ̩k,0.717,0.551,0.721,0.56,-0.17,0.875
sixth,sɪksθ,0.515,0.565,0.72,0.579,-0.155,0.708
groundwork,ɡɹawndwɹ̩k,0.667,0.527,0.72,0.532,-0.193,0.455
calve,kælv,0.25,0.553,0.72,0.552,-0.167,
choose,t͡ʃuz,0.283,0.598,0.72,0.596,-0.122,0.405
colt,kowlt,0.4,0.555,0.719,0.556,-0.164,0.99
plush,plʌʃ,0.733,0.556,0.719,0.563,-0.163,0.49
girth,ɡɹ̩θ,0.6,0.586,0.718,0.61,-0.132,0.62
cluck,klʌk,0.742,0.578,0.718,0.576,-0.14,0.582
blab,blæb,0.75,0.556,0.718,0.569,-0.162,0.375
peace,pis,0.712,0.542,0.718,0.598,-0.175,0.155
shag,ʃæɡ,0.667,0.557,0.717,0.566,-0.16,0.538
threw,θɹu,0.583,0.605,0.717,0.623,-0.112,0.642
chuck,t͡ʃʌk,0.682,0.543,0.717,0.545,-0.174,0.705
skip,skɪp,0.542,0.542,0.716,0.533,-0.174,0.768
rule,ɹul,0.383,0.578,0.715,0.597,-0.137,0.392
league,liɡ,0.212,0.583,0.715,0.563,-0.132,0.615
choo-choo,t͡ʃu-t͡ʃu,0.833,0.61,0.715,0.604,-0.105,
clog,klɑɡ,0.667,0.592,0.714,0.601,-0.122,0.618
goulash,ɡulɑʃ,0.55,0.581,0.714,0.578,-0.133,0.8
blowtorch,blowtɔɹt͡ʃ,0.7,0.509,0.714,0.508,-0.205,0.982
proof,pɹuf,0.417,0.575,0.714,0.56,-0.139,0.418
plonk,plɑŋk,0.633,0.591,0.712,0.575,-0.121,
locust,lowkəst,0.233,0.496,0.711,0.508,-0.215,0.95
clip-clop,klɪp-klɑp,0.833,0.568,0.711,0.579,-0.142,
moot,mut,0.436,0.556,0.711,0.551,-0.154,0.178
keep,kip,0.567,0.583,0.71,0.601,-0.127,0.342
punk,pʌŋk,0.633,0.564,0.71,0.579,-0.146,0.525
perk,pɹ̩k,0.35,0.559,0.71,0.554,-0.15,0.507
whose,huz,0.227,0.618,0.71,0.637,-0.091,0.17
match,mæt͡ʃ,0.487,0.517,0.708,0.525,-0.192,0.785
woo,wu,0.652,0.58,0.707,0.582,-0.127,0.298
footpath,fʊtpæθ,0.6,0.514,0.707,0.523,-0.193,0.948
kneecap,nikæp,0.683,0.505,0.707,0.501,-0.203,0.925
scamp,skæmp,0.667,0.561,0.707,0.603,-0.146,0.562
screamer,skɹimɹ̩,0.683,0.523,0.707,0.544,-0.183,0.625
probe,pɹowb,0.485,0.545,0.707,0.534,-0.161,0.655
pride,pɹajd,0.644,0.488,0.706,0.477,-0.219,0.165
hooch,hut͡ʃ,0.621,0.645,0.706,0.625,-0.061,0.805
peach,pit͡ʃ,0.417,0.569,0.706,0.575,-0.137,0.975
rebuke,ɹibjuk,0.383,0.547,0.705,0.578,-0.158,0.267
boom,bum,0.95,0.596,0.705,0.61,-0.109,0.665
block,blɑk,0.717,0.578,0.705,0.584,-0.127,0.87
geek,ɡik,0.467,0.601,0.705,0.588,-0.104,0.678
resolved,ɹizɑlvd,0.515,0.511,0.705,0.517,-0.194,0.282
watch,wɑt͡ʃ,0.5,0.529,0.705,0.52,-0.176,0.903
glove,ɡlʌv,0.55,0.545,0.705,0.548,-0.16,0.992
plastics,plæstɪks,0.472,0.527,0.704,0.541,-0.178,0.895
carve,kɑɹv,0.533,0.532,0.704,0.523,-0.172,0.672
Jeep,d͡ʒip,0.367,0.568,0.704,0.578,-0.136,
blink,blɪŋk,0.483,0.575,0.704,0.576,-0.129,0.847
crush,kɹʌʃ,0.75,0.543,0.704,0.578,-0.161,0.725
peacock,pikɑk,0.583,0.556,0.703,0.545,-0.147,1.0
crashing,kɹæʃɪŋ,0.567,0.517,0.703,0.527,-0.186,
curl,kɹ̩l,0.597,0.56,0.703,0.579,-0.143,0.845
insist,ɪnsɪst,0.467,0.441,0.703,0.451,-0.262,0.285
pubic,pubɪk,0.467,0.559,0.702,0.576,-0.143,0.768
joust,d͡ʒst,0.433,0.582,0.702,0.582,-0.12,0.758
husk,hʌsk,0.692,0.566,0.702,0.575,-0.135,0.965
keeping,kipɪŋ,0.346,0.53,0.701,0.544,-0.172,0.298
clack,klæk,0.847,0.586,0.701,0.57,-0.115,
hog,hɑɡ,0.483,0.582,0.701,0.569,-0.119,0.915
clockwork,klɑkwɹ̩k,0.65,0.572,0.7,0.55,-0.128,0.59
grown,ɡɹown,0.545,0.522,0.7,0.53,-0.179,0.55
scroll,skɹowl,0.617,0.561,0.7,0.567,-0.139,0.778
backache,bækejk,0.611,0.506,0.699,0.511,-0.193,0.75
boogie,buɡi,0.683,0.577,0.697,0.574,-0.119,0.558
goalie,ɡowli,0.583,0.534,0.696,0.529,-0.162,0.87
chop,t͡ʃɑp,0.75,0.544,0.696,0.559,-0.153,0.87
blat,blæt,0.45,0.527,0.696,0.538,-0.169,
Germany,d͡ʒɹ̩məni,0.348,0.43,0.696,0.438,-0.266,
sphinx,sfɪŋks,0.683,0.552,0.696,0.554,-0.143,0.958
swamp,swɑmp,0.533,0.546,0.695,0.549,-0.149,0.99
raccoon,ɹækun,0.517,0.513,0.695,0.509,-0.183,0.918
rue,ɹu,0.333,0.547,0.695,0.531,-0.148,0.298
gab,ɡæb,0.633,0.547,0.695,0.561,-0.148,0.468
leash,liʃ,0.389,0.574,0.695,0.551,-0.121,0.972
weekly,wikli,0.182,0.552,0.694,0.535,-0.143,0.57
pothole,pɑthowl,0.567,0.539,0.694,0.554,-0.155,0.952
loch,lɑk,0.25,0.558,0.694,0.591,-0.136,
click,klɪk,0.95,0.573,0.694,0.562,-0.121,0.758
lisp,lɪsp,0.864,0.528,0.694,0.545,-0.166,0.715
fix,fɪks,0.467,0.524,0.694,0.541,-0.17,0.483
goofy,ɡufi,0.722,0.56,0.693,0.541,-0.133,0.405
geese,ɡis,0.576,0.561,0.693,0.57,-0.132,
blackjack,blækd͡ʒæk,0.4,0.563,0.693,0.588,-0.129,0.732
bobcat,bɑbkæt,0.485,0.523,0.693,0.537,-0.17,0.982
extrude,ɪkstɹud,0.524,0.522,0.693,0.527,-0.17,0.5
sleep,slip,0.41,0.567,0.692,0.56,-0.125,0.86
reprieve,ɹipɹiv,0.273,0.515,0.691,0.513,-0.176,
chewy,t͡ʃui,0.7,0.544,0.691,0.535,-0.147,0.548
splat,splæt,0.733,0.537,0.69,0.544,-0.154,0.51
thunk,θʌŋk,0.933,0.585,0.69,0.594,-0.106,0.468
flog,flɑɡ,0.641,0.56,0.69,0.564,-0.13,0.76
wreath,ɹiθ,0.318,0.555,0.69,0.554,-0.135,0.982
cleft,klft,0.35,0.606,0.69,0.615,-0.084,0.827
lurch,lɹ̩t͡ʃ,0.567,0.546,0.689,0.546,-0.143,0.602
thieve,θiv,0.583,0.566,0.689,0.582,-0.122,0.52
shoe,ʃu,0.383,0.616,0.689,0.621,-0.073,0.992
joke,d͡ʒowk,0.55,0.568,0.689,0.605,-0.121,0.475
hold,howld,0.583,0.559,0.688,0.574,-0.129,0.67
wingspan,wɪŋspæn,0.591,0.498,0.688,0.509,-0.191,0.75
spooky,spuki,0.867,0.578,0.688,0.592,-0.11,0.312
backed,bækt,0.583,0.54,0.688,0.563,-0.147,0.358
spouse,spaws,0.3,0.539,0.688,0.514,-0.149,0.712
nuke,nuk,0.741,0.575,0.688,0.579,-0.112,0.75
humped,hʌmpt,0.65,0.547,0.687,0.568,-0.14,0.678
statue,stæt͡ʃu,0.556,0.525,0.687,0.533,-0.163,0.982
deuce,dus,0.117,0.552,0.687,0.569,-0.135,0.51
plank,plæŋk,0.621,0.586,0.687,0.602,-0.101,1.0
feces,fisiz,0.5,0.508,0.686,0.494,-0.178,0.99
hint,hɪnt,0.467,0.489,0.686,0.536,-0.197,0.332
grizzly,ɡɹɪzli,0.6,0.518,0.685,0.538,-0.167,0.542
couch,kawt͡ʃ,0.35,0.564,0.685,0.563,-0.121,0.928
gooey,ɡui,0.883,0.557,0.685,0.564,-0.127,0.66
blouse,blaws,0.561,0.552,0.684,0.571,-0.133,0.99
scribe,skɹajb,0.417,0.532,0.684,0.533,-0.152,0.76
cheek,t͡ʃik,0.5,0.588,0.684,0.567,-0.096,0.958
tramp,tɹæmp,0.483,0.516,0.684,0.532,-0.168,0.725
touchdown,tʌt͡ʃdawn,0.733,0.477,0.684,0.497,-0.207,0.72
nosebleed,nowzblid,0.6,0.521,0.684,0.505,-0.163,0.857
cardboard,kɑɹdbɔɹd,0.317,0.491,0.683,0.5,-0.192,0.975
gook,ɡʊk,0.394,0.574,0.683,0.573,-0.109,
quirk,kwɹ̩k,0.7,0.583,0.683,0.585,-0.1,0.312
poop,pup,0.667,0.614,0.683,0.625,-0.068,0.958
creaky,kɹiki,0.833,0.55,0.682,0.56,-0.132,0.768
public,pʌblɪk,0.167,0.525,0.682,0.525,-0.157,0.392
booby,bubi,0.788,0.563,0.681,0.566,-0.118,0.802
speck,spɛk,0.817,0.501,0.681,0.525,-0.18,0.865
swank,swæŋk,0.5,0.564,0.681,0.547,-0.117,
crisp,kɹɪsp,0.667,0.539,0.681,0.539,-0.142,0.672
rouge,ɹuʒ,0.4,0.586,0.68,0.561,-0.094,0.692
distill,dɪstɪl,0.5,0.461,0.68,0.476,-0.219,0.625
grouch,ɡɹawt͡ʃ,0.567,0.557,0.68,0.545,-0.123,0.432
clash,klæʃ,0.717,0.579,0.68,0.586,-0.101,0.408
masked,mæskt,0.4,0.537,0.68,0.525,-0.143,0.702
slog,slɑɡ,0.683,0.562,0.679,0.594,-0.117,
breeze,bɹiz,0.667,0.538,0.679,0.539,-0.141,0.655
lack,læk,0.317,0.549,0.679,0.529,-0.13,0.26
pal,pæl,0.591,0.53,0.679,0.534,-0.148,0.732
loathe,lowð,0.467,0.571,0.679,0.604,-0.108,0.26
skit,skɪt,0.583,0.512,0.678,0.494,-0.167,0.715
could,kʊd,0.121,0.515,0.678,0.523,-0.164,0.085
shoot,ʃut,0.712,0.583,0.678,0.614,-0.095,0.742
thought,θɔt,0.467,0.47,0.678,0.484,-0.209,0.242
drive,dɹajv,0.333,0.473,0.678,0.448,-0.205,0.715
globe,ɡlowb,0.5,0.579,0.678,0.568,-0.099,0.898
boots,buts,0.65,0.574,0.678,0.579,-0.104,1.0
chew,t͡ʃu,0.633,0.61,0.677,0.593,-0.067,0.732
mince,mɪns,0.5,0.47,0.677,0.476,-0.207,0.75
spruce,spɹus,0.621,0.577,0.677,0.597,-0.1,0.715
shrewd,ʃɹud,0.567,0.569,0.677,0.584,-0.108,0.23
exploitation,ɛksplojtejʃən,0.55,0.452,0.677,0.443,-0.224,0.175
curb,kɹ̩b,0.5,0.559,0.677,0.557,-0.118,0.92
leap,lip,0.6,0.565,0.677,0.594,-0.112,0.715
grew,ɡɹu,0.417,0.596,0.677,0.612,-0.081,0.63
keyhole,kihowl,0.409,0.565,0.676,0.572,-0.112,0.908
most,mowst,0.417,0.52,0.676,0.509,-0.156,0.345
oatmeal,owtmil,0.5,0.513,0.676,0.522,-0.163,0.982
fleece,flis,0.55,0.549,0.676,0.567,-0.127,0.938
think,θɪŋk,0.394,0.579,0.676,0.591,-0.097,0.353
suck,sʌk,0.758,0.516,0.676,0.544,-0.159,0.615
rocky,ɹɑki,0.683,0.494,0.675,0.51,-0.182,0.792
crook,kɹʊk,0.764,0.563,0.675,0.615,-0.112,0.698
charcoal,t͡ʃɑɹkowl,0.283,0.54,0.675,0.568,-0.135,0.962
rang,ɹæŋ,0.817,0.494,0.675,0.487,-0.181,0.635
jukebox,d͡ʒukbɑks,0.53,0.594,0.675,0.597,-0.08,0.982
feud,fjud,0.424,0.523,0.675,0.523,-0.152,0.545
college,kɑlɪd͡ʒ,0.283,0.517,0.675,0.528,-0.158,0.905
blankly,blæŋkli,0.433,0.569,0.674,0.567,-0.106,0.175
gulf,ɡʌlf,0.367,0.545,0.674,0.536,-0.129,0.77
flicker,flɪkɹ̩,0.8,0.501,0.674,0.506,-0.174,0.648
skulk,skʌlk,0.583,0.577,0.674,0.571,-0.097,0.395
bar,bɑɹ,0.367,0.501,0.674,0.501,-0.173,0.918
chalk,t͡ʃɑk,0.667,0.563,0.674,0.562,-0.111,0.975
hole,howl,0.65,0.57,0.674,0.58,-0.104,0.952
clink,klɪŋk,0.818,0.587,0.674,0.592,-0.087,0.55
whole,howl,0.6,0.57,0.673,0.566,-0.104,0.562
filth,fɪlθ,0.625,0.547,0.673,0.536,-0.127,0.785
creep,kɹip,0.736,0.569,0.673,0.565,-0.103,0.595
guru,ɡuɹu,0.472,0.588,0.672,0.589,-0.084,0.65
wack,wæk,0.7,0.534,0.672,0.525,-0.138,
blotch,blɑt͡ʃ,0.7,0.568,0.672,0.565,-0.105,0.715
room,ɹum,0.273,0.56,0.672,0.551,-0.112,0.948
flew,flu,0.683,0.591,0.672,0.569,-0.081,0.542
scoop,skup,0.7,0.619,0.672,0.619,-0.053,0.788
hag,hæɡ,0.517,0.573,0.672,0.579,-0.098,0.67
moo,mu,0.867,0.575,0.672,0.58,-0.096,0.6
quiche,kiʃ,0.514,0.592,0.671,0.602,-0.079,0.883
scale,skejl,0.367,0.522,0.671,0.517,-0.15,0.847
her,hɹ̩,0.439,0.529,0.671,0.522,-0.142,0.5
chopped,t͡ʃɑpt,0.783,0.537,0.671,0.543,-0.134,0.648
boob,bub,0.467,0.613,0.671,0.604,-0.058,0.845
be,bi,0.333,0.525,0.671,0.565,-0.146,0.213
logic,lɑd͡ʒɪk,0.379,0.517,0.671,0.523,-0.154,0.18
cowl,kawl,0.439,0.561,0.671,0.572,-0.11,0.74
clunk,klʌŋk,0.967,0.591,0.67,0.59,-0.079,0.565
viewpoint,vjupojnt,0.45,0.496,0.67,0.512,-0.175,0.308
mesh,mɛʃ,0.55,0.449,0.67,0.425,-0.221,0.852
gunk,ɡʌŋk,0.803,0.578,0.67,0.577,-0.092,0.615
skull,skʌl,0.55,0.548,0.67,0.545,-0.122,0.958
glue,ɡlu,0.6,0.634,0.669,0.62,-0.036,0.913
sulphur,sʌlfɹ̩,0.424,0.481,0.669,0.482,-0.189,0.808
clangor,klæŋɡɹ̩,0.317,0.554,0.669,0.529,-0.115,
disservice,dɪssɹ̩vəs,0.317,0.441,0.669,0.443,-0.228,0.192
gerbil,ɡɹ̩bɪl,0.292,0.514,0.669,0.538,-0.155,0.928
shoo,ʃu,0.8,0.616,0.669,0.624,-0.052,
vermouth,vɹ̩muθ,0.4,0.556,0.668,0.553,-0.113,0.79
exult,ɪɡzʌlt,0.403,0.494,0.668,0.502,-0.174,
school,skul,0.5,0.62,0.668,0.606,-0.048,0.948
skimp,skɪmp,0.5,0.551,0.668,0.525,-0.117,0.328
goo,ɡu,0.9,0.63,0.667,0.629,-0.038,0.635
cough,kɑf,0.833,0.533,0.667,0.547,-0.134,0.84
blind,blajnd,0.417,0.502,0.667,0.516,-0.165,0.758
stroke,stɹowk,0.573,0.54,0.667,0.536,-0.127,0.775
preclude,pɹɪklud,0.45,0.549,0.667,0.573,-0.118,0.16
inductive,ɪndʌktɪv,0.267,0.444,0.667,0.447,-0.223,0.26
beech,bit͡ʃ,0.393,0.568,0.667,0.566,-0.099,0.74
perturb,pɹ̩tɹb,0.348,0.533,0.667,0.547,-0.134,0.213
kink,kɪŋk,0.633,0.573,0.667,0.592,-0.094,0.642
back,bæk,0.367,0.548,0.667,0.55,-0.119,0.832
pop,pɑp,0.9,0.538,0.667,0.555,-0.128,0.805
slush,slʌʃ,0.833,0.54,0.666,0.545,-0.126,0.76
large,lɑɹd͡ʒ,0.583,0.54,0.666,0.552,-0.126,0.592
chunk,t͡ʃʌŋk,0.717,0.568,0.666,0.572,-0.098,0.715
boil,bojl,0.47,0.512,0.666,0.508,-0.154,0.8
refreshing,ɹɪfɹɛʃɪŋ,0.545,0.443,0.666,0.446,-0.223,0.353
shoestring,ʃustɹɪŋ,0.485,0.536,0.666,0.548,-0.13,0.968
clang,klæŋ,0.733,0.573,0.666,0.588,-0.093,0.74
thing,θɪŋ,0.333,0.54,0.666,0.566,-0.125,0.542
slag,slæɡ,0.606,0.555,0.666,0.591,-0.11,
Scripture,skɹɪpt͡ʃɹ̩,0.319,0.528,0.665,0.521,-0.138,
crop,kɹɑp,0.45,0.55,0.665,0.543,-0.115,0.81
pouf,puf,0.692,0.59,0.665,0.569,-0.075,
zoom,zum,0.869,0.574,0.665,0.608,-0.091,0.525
stack,stæk,0.517,0.525,0.665,0.522,-0.14,0.825
wish,wɪʃ,0.567,0.507,0.665,0.513,-0.158,0.192
plaque,plæk,0.567,0.572,0.664,0.558,-0.092,0.925
worse,wɹ̩s,0.25,0.504,0.664,0.493,-0.16,0.153
flock,flɑk,0.667,0.56,0.664,0.554,-0.103,0.918
gluey,ɡlui,0.818,0.578,0.663,0.578,-0.085,
wort,wɹ̩t,0.444,0.485,0.663,0.497,-0.178,0.91
screeching,skɹit͡ʃɪŋ,0.767,0.538,0.663,0.538,-0.125,0.678
broom,bɹum,0.417,0.579,0.663,0.557,-0.084,0.972
cloak,klowk,0.45,0.591,0.663,0.591,-0.072,0.928
cruise,kɹuz,0.733,0.591,0.663,0.591,-0.072,0.758
slight,slajt,0.5,0.498,0.662,0.484,-0.165,0.225
gosh,ɡɑʃ,0.833,0.566,0.662,0.587,-0.096,0.088
route,ɹut,0.5,0.537,0.662,0.565,-0.125,0.72
refurbish,ɹifɹ̩bɪʃ,0.45,0.487,0.662,0.507,-0.175,0.435
hives,hajvz,0.517,0.522,0.662,0.535,-0.141,0.778
creeping,kɹipɪŋ,0.683,0.529,0.662,0.535,-0.133,0.51
links,lɪŋks,0.383,0.562,0.662,0.596,-0.099,0.63
holder,howldɹ̩,0.517,0.523,0.662,0.529,-0.139,0.685
seam,sim,0.3,0.524,0.661,0.513,-0.137,0.875
clubhouse,klʌbhaws,0.47,0.556,0.661,0.569,-0.105,0.903
valued,væljud,0.227,0.507,0.661,0.498,-0.154,0.14
speechless,spit͡ʃləs,0.667,0.517,0.661,0.538,-0.144,0.353
hash,hæʃ,0.641,0.564,0.66,0.588,-0.096,0.775
sketchbook,skɛt͡ʃbʊk,0.567,0.527,0.66,0.511,-0.134,0.948
please,pliz,0.517,0.567,0.66,0.585,-0.093,0.16
quicksand,kwɪksænd,0.5,0.514,0.66,0.508,-0.146,0.938
waltz,wɔlts,0.533,0.5,0.66,0.518,-0.16,0.88
bulimic,bulɪmɪk,0.383,0.52,0.66,0.522,-0.14,0.49
sue,su,0.2,0.57,0.66,0.569,-0.09,0.518
dupe,dup,0.517,0.573,0.659,0.594,-0.086,0.308
job,d͡ʒɑb,0.424,0.542,0.659,0.543,-0.117,0.548
silk,sɪlk,0.705,0.542,0.659,0.549,-0.117,0.925
bank,bæŋk,0.467,0.571,0.659,0.575,-0.087,0.945
own,own,0.333,0.462,0.659,0.471,-0.197,0.24
butch,bʊt͡ʃ,0.53,0.541,0.659,0.517,-0.117,0.525
blueprint,blupɹɪnt,0.591,0.531,0.658,0.525,-0.127,0.942
muck,mʌk,0.731,0.52,0.658,0.524,-0.139,0.692
mercy,mɹ̩si,0.348,0.479,0.658,0.494,-0.18,0.143
flake,flejk,0.667,0.52,0.658,0.519,-0.138,0.84
gram,ɡɹæm,0.394,0.53,0.658,0.515,-0.129,0.75
poll,powl,0.308,0.55,0.658,0.555,-0.108,0.578
whom,hum,0.53,0.622,0.658,0.622,-0.036,0.232
blackmail,blækmejl,0.367,0.526,0.658,0.53,-0.132,0.445
stew,stu,0.683,0.553,0.658,0.555,-0.105,0.857
famed,fejmd,0.45,0.473,0.657,0.466,-0.185,0.202
tree,tɹi,0.317,0.487,0.657,0.473,-0.171,1.0
birch,bɹ̩t͡ʃ,0.283,0.545,0.657,0.55,-0.113,0.78
grief,ɡɹif,0.517,0.551,0.657,0.545,-0.106,0.425
vroom,vɹum,0.955,0.561,0.657,0.574,-0.096,
loom,lum,0.483,0.597,0.657,0.594,-0.06,0.875
pack,pæk,0.55,0.548,0.657,0.553,-0.109,0.708
override,owvɹ̩ɹajd,0.53,0.453,0.657,0.474,-0.204,0.395
strawflower,stɹɔflawɹ̩,0.515,0.472,0.657,0.477,-0.185,0.895
hump,hʌmp,0.679,0.555,0.657,0.576,-0.102,0.84
preaching,pɹit͡ʃɪŋ,0.455,0.523,0.656,0.513,-0.134,0.652
house,haws,0.333,0.549,0.656,0.546,-0.107,1.0
lock,lɑk,0.591,0.558,0.656,0.554,-0.098,0.913
bulge,bʌld͡ʒ,0.633,0.552,0.656,0.57,-0.104,0.73
wool,wʊl,0.333,0.523,0.656,0.545,-0.133,0.965
calf,kæf,0.194,0.524,0.656,0.512,-0.132,0.87
grouchy,ɡɹawt͡ʃi,0.75,0.533,0.656,0.536,-0.123,0.38
brewing,bɹuɪŋ,0.633,0.526,0.655,0.541,-0.129,0.518
juju,d͡ʒud͡ʒu,0.567,0.609,0.655,0.6,-0.046,
homebound,howmbawnd,0.591,0.527,0.655,0.527,-0.128,0.415
brushed,bɹʌʃt,0.633,0.526,0.655,0.542,-0.129,0.572
buss,bʌs,0.348,0.497,0.655,0.495,-0.158,
groove,ɡɹuv,0.733,0.588,0.655,0.628,-0.066,0.698
charge,t͡ʃɑɹd͡ʒ,0.5,0.543,0.654,0.548,-0.111,0.49
heartbeat,hɑɹtbit,0.545,0.524,0.654,0.524,-0.13,0.77
flash,flæʃ,0.7,0.546,0.654,0.536,-0.108,0.668
boon,bun,0.561,0.555,0.654,0.578,-0.098,0.37
math,mæθ,0.367,0.539,0.654,0.556,-0.115,0.538
close,klows,0.483,0.567,0.653,0.572,-0.086,0.55
funk,fʌŋk,0.736,0.546,0.653,0.561,-0.107,0.23
whirl,wɹ̩l,0.833,0.526,0.653,0.528,-0.127,0.592
hock,hɑk,0.526,0.583,0.653,0.576,-0.07,0.572
leaky,liki,0.545,0.541,0.653,0.537,-0.112,0.642
sloppy,slɑpi,0.65,0.521,0.653,0.553,-0.132,0.36
doer,duɹ,0.45,0.537,0.653,0.568,-0.116,0.44
whiplash,wɪplæʃ,0.667,0.518,0.653,0.566,-0.135,0.625
scuff,skʌf,0.636,0.529,0.653,0.51,-0.124,0.67
clasp,klæsp,0.717,0.572,0.652,0.571,-0.08,0.852
shock,ʃɑk,0.783,0.567,0.652,0.57,-0.086,0.75
slur,slɹ̩,0.717,0.52,0.652,0.517,-0.133,0.578
clank,klæŋk,0.894,0.597,0.652,0.619,-0.055,0.46
through,θɹu,0.367,0.605,0.652,0.619,-0.047,0.475
toothpick,tuθpɪk,0.7,0.566,0.652,0.585,-0.086,0.982
cone,kown,0.458,0.52,0.652,0.522,-0.132,0.965
overkill,owvɹ̩kɪl,0.517,0.489,0.652,0.506,-0.163,0.33
