Word,ipa,Iconicity,phon_pred,sem_pred,comb_pred,pred_diff,Conc.M
shh,ʃ,0.9,0.667,0.624,0.697,0.043,
hooch,hut͡ʃ,0.621,0.645,0.706,0.625,-0.061,0.805
booth,buθ,0.35,0.641,0.764,0.675,-0.122,0.855
who,hu,0.433,0.641,0.763,0.645,-0.123,0.185
hoop,hup,0.611,0.64,0.744,0.65,-0.104,0.935
clue,klu,0.208,0.634,0.627,0.648,0.007,0.483
cool,kul,0.717,0.634,0.731,0.619,-0.097,0.632
glue,ɡlu,0.6,0.634,0.669,0.62,-0.036,0.913
ghoul,ɡul,0.667,0.634,0.768,0.639,-0.134,0.425
coop,kup,0.5,0.634,0.783,0.631,-0.149,0.865
puke,puk,0.742,0.634,0.721,0.659,-0.088,0.898
coup,ku,0.4,0.631,0.609,0.637,0.021,0.5
coo,ku,0.667,0.631,0.726,0.639,-0.095,
goo,ɡu,0.9,0.63,0.667,0.629,-0.038,0.635
goo-goo,ɡu-ɡu,0.9,0.63,0.644,0.626,-0.015,
whom,hum,0.53,0.622,0.658,0.622,-0.036,0.232
phlegm,flɡm,0.708,0.622,0.641,0.6,-0.019,0.87
gloom,ɡlum,0.867,0.622,0.562,0.642,0.06,0.215
sooth,suθ,0.727,0.621,0.783,0.636,-0.162,0.277
soothe,suð,0.792,0.62,0.605,0.638,0.015,0.285
pooch,put͡ʃ,0.517,0.62,0.837,0.635,-0.217,0.83
school,skul,0.5,0.62,0.668,0.606,-0.048,0.948
spook,spuk,0.783,0.619,0.727,0.638,-0.108,0.535
scoop,skup,0.7,0.619,0.672,0.619,-0.053,0.788
whose,huz,0.227,0.618,0.71,0.637,-0.091,0.17
fluke,fluk,0.567,0.617,0.741,0.625,-0.123,0.335
heath,hiθ,0.15,0.617,0.618,0.627,-0.001,
shoe,ʃu,0.383,0.616,0.689,0.621,-0.073,0.992
shoo,ʃu,0.8,0.616,0.669,0.624,-0.052,
hoof,huf,0.407,0.616,0.733,0.621,-0.117,0.972
loop,lup,0.783,0.615,0.577,0.648,0.039,0.815
pool,pul,0.567,0.615,0.612,0.639,0.003,0.942
pule,pul,0.426,0.615,0.649,0.604,-0.034,
blue,blu,0.55,0.615,0.508,0.653,0.107,0.69
blew,blu,0.583,0.615,0.62,0.621,-0.006,
poop,pup,0.667,0.614,0.683,0.625,-0.068,0.958
boob,bub,0.467,0.613,0.671,0.604,-0.058,0.845
clique,klik,0.6,0.612,0.572,0.591,0.04,0.42
grr,ɡɹ,0.846,0.612,0.568,0.596,0.043,
goose,ɡus,0.583,0.612,0.583,0.641,0.029,0.952
smooth,smuð,0.817,0.611,0.642,0.612,-0.031,0.702
choo-choo,t͡ʃu-t͡ʃu,0.833,0.61,0.715,0.604,-0.105,
chew,t͡ʃu,0.633,0.61,0.677,0.593,-0.067,0.732
whoosh,wuʃ,0.95,0.609,0.74,0.625,-0.131,0.41
juju,d͡ʒud͡ʒu,0.567,0.609,0.655,0.6,-0.046,
goof,ɡuf,0.683,0.609,0.568,0.603,0.041,0.385
plume,plum,0.55,0.608,0.627,0.581,-0.019,0.75
bloom,blum,0.683,0.607,0.521,0.566,0.086,0.75
group,ɡɹup,0.603,0.607,0.637,0.621,-0.03,0.78
cleft,klft,0.35,0.606,0.69,0.615,-0.084,0.827
spool,spul,0.467,0.605,0.541,0.597,0.064,0.905
threw,θɹu,0.583,0.605,0.717,0.623,-0.112,0.642
through,θɹu,0.367,0.605,0.652,0.619,-0.047,0.475
blues,bluz,0.683,0.604,0.771,0.6,-0.167,0.328
pubes,pubz,0.4,0.604,0.602,0.611,0.001,
lieu,lu,0.4,0.603,0.602,0.608,0.001,0.182
clonk,klɑŋk,0.733,0.603,0.538,0.622,0.064,
poo,pu,0.85,0.602,0.515,0.606,0.087,0.9
mooch,mut͡ʃ,0.767,0.602,0.607,0.602,-0.005,0.32
tooth,tuθ,0.5,0.602,0.588,0.609,0.014,0.972
geek,ɡik,0.467,0.601,0.705,0.588,-0.104,0.678
boo,bu,0.95,0.601,0.558,0.61,0.043,0.37
swoosh,swuʃ,0.949,0.601,0.588,0.581,0.013,0.445
sheath,ʃiθ,0.379,0.601,0.549,0.609,0.051,0.87
whoop,wup,0.767,0.6,0.635,0.603,-0.035,0.532
sheathe,ʃið,0.483,0.6,0.759,0.592,-0.159,0.71
hoot,hut,0.756,0.6,0.582,0.603,0.018,0.72
smoosh,smuʃ,0.95,0.598,0.634,0.588,-0.036,
honk,hɑŋk,0.848,0.598,0.748,0.589,-0.15,0.88
juice,d͡ʒus,0.694,0.598,0.477,0.591,0.121,0.972
choose,t͡ʃuz,0.283,0.598,0.72,0.596,-0.122,0.405
clank,klæŋk,0.894,0.597,0.652,0.619,-0.055,0.46
loom,lum,0.483,0.597,0.657,0.594,-0.06,0.875
bleak,blik,0.533,0.597,0.584,0.59,0.013,0.385
crew,kɹu,0.264,0.597,0.539,0.61,0.058,0.84
brooch,bɹut͡ʃ,0.25,0.597,0.638,0.61,-0.042,0.798
grew,ɡɹu,0.417,0.596,0.677,0.612,-0.081,0.63
boom,bum,0.95,0.596,0.705,0.61,-0.109,0.665
squeak,skwik,0.967,0.595,0.646,0.652,-0.05,0.768
smooch,smut͡ʃ,0.859,0.595,0.589,0.588,0.006,0.802
huge,hjud͡ʒ,0.583,0.594,0.818,0.602,-0.223,0.635
jukebox,d͡ʒukbɑks,0.53,0.594,0.675,0.597,-0.08,0.982
clerk,klɹ̩k,0.433,0.594,0.536,0.568,0.058,0.82
loose,lus,0.682,0.594,0.765,0.592,-0.171,0.545
swoop,swup,0.817,0.594,0.574,0.629,0.02,0.548
groom,ɡɹum,0.383,0.593,0.574,0.598,0.019,0.885
lose,luz,0.633,0.593,0.565,0.607,0.028,0.312
soup,sup,0.6,0.593,0.649,0.579,-0.056,0.93
conk,kɑŋk,0.551,0.593,0.648,0.599,-0.055,
clock,klɑk,0.517,0.593,0.65,0.607,-0.057,1.0
thank,θæŋk,0.433,0.593,0.541,0.596,0.051,0.5
duke,duk,0.483,0.592,0.622,0.575,-0.03,0.75
chic,ʃik,0.591,0.592,0.582,0.59,0.01,0.315
quiche,kiʃ,0.514,0.592,0.671,0.602,-0.079,0.883
clog,klɑɡ,0.667,0.592,0.714,0.601,-0.122,0.618
clothes,klowðz,0.333,0.592,0.735,0.592,-0.143,0.94
booze,buz,0.65,0.592,0.616,0.595,-0.025,0.87
screw,skɹu,0.764,0.591,0.617,0.596,-0.025,0.952
plonk,plɑŋk,0.633,0.591,0.712,0.575,-0.121,
cloak,klowk,0.45,0.591,0.663,0.591,-0.072,0.928
flew,flu,0.683,0.591,0.672,0.569,-0.081,0.542
flue,flu,0.385,0.591,0.615,0.612,-0.024,
fool,ful,0.561,0.591,0.628,0.608,-0.037,0.548
flu,flu,0.6,0.591,0.594,0.586,-0.003,0.662
clunk,klʌŋk,0.967,0.591,0.67,0.59,-0.079,0.565
cruise,kɹuz,0.733,0.591,0.663,0.591,-0.072,0.758
pooped,pupt,0.7,0.59,0.611,0.609,-0.02,0.518
pouf,puf,0.692,0.59,0.665,0.569,-0.075,
poof,puf,0.818,0.59,0.417,0.611,0.174,0.305
heal,hil,0.467,0.59,0.639,0.592,-0.049,0.507
heel,hil,0.633,0.59,0.584,0.586,0.006,0.965
heap,hip,0.727,0.59,0.51,0.582,0.08,0.725
loophole,luphowl,0.5,0.589,0.594,0.579,-0.005,0.408
scoot,skut,0.833,0.589,0.647,0.628,-0.058,0.473
guru,ɡuɹu,0.472,0.588,0.672,0.589,-0.084,0.65
groove,ɡɹuv,0.733,0.588,0.655,0.628,-0.066,0.698
cheek,t͡ʃik,0.5,0.588,0.684,0.567,-0.096,0.958
shrew,ʃɹu,0.545,0.587,0.565,0.56,0.022,0.768
clink,klɪŋk,0.818,0.587,0.674,0.592,-0.087,0.55
bleach,blit͡ʃ,0.383,0.587,0.607,0.599,-0.021,0.935
rouge,ɹuʒ,0.4,0.586,0.68,0.561,-0.094,0.692
clack,klæk,0.847,0.586,0.701,0.57,-0.115,
girth,ɡɹ̩θ,0.6,0.586,0.718,0.61,-0.132,0.62
plank,plæŋk,0.621,0.586,0.687,0.602,-0.101,1.0
cube,kjub,0.515,0.586,0.639,0.574,-0.053,0.905
blank,blæŋk,0.65,0.585,0.596,0.598,-0.01,0.53
glucose,ɡlukows,0.3,0.585,0.643,0.602,-0.058,0.74
thunk,θʌŋk,0.933,0.585,0.69,0.594,-0.106,0.468
squeal,skwil,0.867,0.584,0.584,0.564,0.001,0.605
creek,kɹik,0.667,0.584,0.401,0.573,0.182,0.968
creak,kɹik,0.967,0.584,0.583,0.584,0.001,0.652
keel,kil,0.389,0.584,0.604,0.578,-0.021,0.62
leek,lik,0.567,0.584,0.589,0.601,-0.005,0.98
leak,lik,0.6,0.584,0.583,0.576,0.001,0.82
gleam,ɡlim,0.4,0.584,0.564,0.579,0.02,0.57
shoot,ʃut,0.712,0.583,0.678,0.614,-0.095,0.742
chute,ʃut,0.633,0.583,0.499,0.602,0.084,0.903
truth,tɹuθ,0.583,0.583,0.472,0.622,0.112,0.24
hunk,hʌŋk,0.783,0.583,0.591,0.611,-0.008,0.698
hock,hɑk,0.526,0.583,0.653,0.576,-0.07,0.572
hulk,hʌlk,0.597,0.583,0.561,0.575,0.022,0.598
league,liɡ,0.212,0.583,0.715,0.563,-0.132,0.615
glee,ɡli,0.545,0.583,0.549,0.555,0.034,0.318
keep,kip,0.567,0.583,0.71,0.601,-0.127,0.342
peak,pik,0.783,0.583,0.634,0.58,-0.051,0.8
pique,pik,0.53,0.583,0.58,0.541,0.003,
peek,pik,0.767,0.583,0.649,0.624,-0.066,0.655
bleep,blip,0.931,0.583,0.763,0.596,-0.181,0.525
quirk,kwɹ̩k,0.7,0.583,0.683,0.585,-0.1,0.312
hog,hɑɡ,0.483,0.582,0.701,0.569,-0.119,0.915
beak,bik,0.5,0.582,0.624,0.577,-0.042,0.99
joust,d͡ʒst,0.433,0.582,0.702,0.582,-0.12,0.758
womb,wum,0.561,0.582,0.736,0.581,-0.154,0.842
hoax,howks,0.483,0.582,0.609,0.579,-0.027,0.418
sleek,slik,0.682,0.582,0.625,0.58,-0.043,0.5
hook,hʊk,0.65,0.581,0.646,0.573,-0.065,0.948
speak,spik,0.55,0.581,0.541,0.6,0.04,0.675
goulash,ɡulɑʃ,0.55,0.581,0.714,0.578,-0.133,0.8
thwack,θwæk,0.667,0.581,0.577,0.561,0.004,
whew,wu,0.883,0.58,0.544,0.594,0.036,
woo,wu,0.652,0.58,0.707,0.582,-0.127,0.298
preschool,pɹiskul,0.467,0.58,0.767,0.575,-0.188,0.842
clomp,klɑmp,0.9,0.58,0.636,0.567,-0.056,
gloomy,ɡlumi,0.758,0.58,0.542,0.596,0.038,0.38
plunk,plʌŋk,0.833,0.579,0.497,0.601,0.083,
think,θɪŋk,0.394,0.579,0.676,0.591,-0.097,0.353
bloke,blowk,0.5,0.579,0.47,0.579,0.109,0.722
broom,bɹum,0.417,0.579,0.663,0.557,-0.084,0.972
shank,ʃæŋk,0.7,0.579,0.561,0.601,0.018,0.795
cleave,kliv,0.536,0.579,0.562,0.562,0.017,0.582
globe,ɡlowb,0.5,0.579,0.678,0.568,-0.099,0.898
clash,klæʃ,0.717,0.579,0.68,0.586,-0.101,0.408
coke,kowk,0.439,0.579,0.736,0.577,-0.158,0.958
rule,ɹul,0.383,0.578,0.715,0.597,-0.137,0.392
clop,klɑp,0.621,0.578,0.638,0.601,-0.06,
gluey,ɡlui,0.818,0.578,0.663,0.578,-0.085,
kirk,kɹ̩k,0.333,0.578,0.632,0.587,-0.054,
bonk,bɑŋk,0.848,0.578,0.617,0.593,-0.039,0.478
cluck,klʌk,0.742,0.578,0.718,0.576,-0.14,0.582
bloc,blɑk,0.208,0.578,0.613,0.578,-0.035,
block,blɑk,0.717,0.578,0.705,0.584,-0.127,0.87
glop,ɡlɑp,0.9,0.578,0.62,0.614,-0.042,0.67
coax,kowks,0.367,0.578,0.649,0.564,-0.071,0.425
goopy,ɡupi,0.833,0.578,0.6,0.562,-0.023,
stooge,stud͡ʒ,0.517,0.578,0.721,0.575,-0.144,0.578
gunk,ɡʌŋk,0.803,0.578,0.67,0.577,-0.092,0.615
spooky,spuki,0.867,0.578,0.688,0.592,-0.11,0.312
skunk,skʌŋk,0.533,0.578,0.651,0.6,-0.074,0.97
skulk,skʌlk,0.583,0.577,0.674,0.571,-0.097,0.395
boogie,buɡi,0.683,0.577,0.697,0.574,-0.119,0.558
brew,bɹu,0.5,0.577,0.623,0.583,-0.046,0.768
glug,ɡlʌɡ,0.867,0.577,0.494,0.558,0.083,
youth,juθ,0.47,0.577,0.576,0.57,0.001,0.57
spruce,spɹus,0.621,0.577,0.677,0.597,-0.1,0.715
crude,kɹud,0.667,0.577,0.558,0.563,0.019,0.24
cock,kɑk,0.35,0.576,0.64,0.574,-0.063,0.948
caulk,kɑk,0.542,0.576,0.758,0.608,-0.181,0.92
shriek,ʃɹik,0.917,0.576,0.594,0.585,-0.018,0.742
screwed,skɹud,0.5,0.576,0.726,0.567,-0.149,0.392
bruise,bɹuz,0.567,0.576,0.631,0.595,-0.055,0.933
hearth,hɑɹθ,0.264,0.576,0.634,0.575,-0.058,0.845
woof,wuf,0.967,0.576,0.6,0.579,-0.024,0.725
plink,plɪŋk,0.55,0.575,0.579,0.581,-0.004,
nuke,nuk,0.741,0.575,0.688,0.579,-0.112,0.75
moose,mus,0.379,0.575,0.608,0.572,-0.033,0.992
mousse,mus,0.467,0.575,0.491,0.569,0.084,0.958
moo,mu,0.867,0.575,0.672,0.58,-0.096,0.6
hue,hju,0.258,0.575,0.594,0.555,-0.019,0.665
proof,pɹuf,0.417,0.575,0.714,0.56,-0.139,0.418
stool,stul,0.45,0.575,0.619,0.587,-0.044,0.975
blink,blɪŋk,0.483,0.575,0.704,0.576,-0.129,0.847
loot,lut,0.591,0.575,0.646,0.593,-0.071,0.875
lute,lut,0.45,0.575,0.466,0.572,0.108,
tool,tul,0.417,0.575,0.6,0.572,-0.026,0.9
crank,kɹæŋk,0.633,0.575,0.512,0.6,0.063,0.875
cook,kʊk,0.545,0.575,0.758,0.563,-0.183,0.83
breathe,bɹið,0.591,0.575,0.622,0.585,-0.047,0.768
quack,kwæk,0.821,0.575,0.563,0.57,0.011,0.732
goon,ɡun,0.717,0.575,0.556,0.581,0.019,0.575
prove,pɹuv,0.467,0.574,0.595,0.572,-0.021,0.208
zoom,zum,0.869,0.574,0.665,0.608,-0.091,0.525
clamp,klæmp,0.819,0.574,0.57,0.597,0.005,0.883
cougar,kuɡɹ̩,0.455,0.574,0.557,0.576,0.017,0.955
stoop,stup,0.652,0.574,0.42,0.555,0.155,0.908
squash,skwɑʃ,0.833,0.574,0.542,0.575,0.033,0.925
lewd,lud,0.533,0.574,0.54,0.559,0.034,0.31
hack,hæk,0.636,0.574,0.754,0.588,-0.18,0.525
gook,ɡʊk,0.394,0.574,0.683,0.573,-0.109,
leash,liʃ,0.389,0.574,0.695,0.551,-0.121,0.972
boots,buts,0.65,0.574,0.678,0.579,-0.104,1.0
boost,bust,0.733,0.574,0.611,0.585,-0.037,0.473
grooved,ɡɹuvd,0.65,0.574,0.566,0.576,0.008,
screech,skɹit͡ʃ,0.639,0.574,0.513,0.566,0.061,0.692
hag,hæɡ,0.517,0.573,0.672,0.579,-0.098,0.67
dupe,dup,0.517,0.573,0.659,0.594,-0.086,0.308
boot,but,0.583,0.573,0.645,0.574,-0.072,0.99
tube,tub,0.576,0.573,0.528,0.581,0.046,0.955
theme,θim,0.5,0.573,0.596,0.588,-0.023,0.43
growth,ɡɹowθ,0.346,0.573,0.453,0.531,0.12,0.473
sheep,ʃip,0.37,0.573,0.491,0.579,0.082,0.975
kink,kɪŋk,0.633,0.573,0.667,0.592,-0.094,0.642
flute,flut,0.533,0.573,0.636,0.586,-0.064,1.0
click,klɪk,0.95,0.573,0.694,0.562,-0.121,0.758
spank,spæŋk,0.883,0.573,0.563,0.561,0.009,0.802
lank,læŋk,0.5,0.573,0.614,0.545,-0.042,
clang,klæŋ,0.733,0.573,0.666,0.588,-0.093,0.74
clasp,klæsp,0.717,0.572,0.652,0.571,-0.08,0.852
scalp,skælp,0.55,0.572,0.604,0.585,-0.032,0.955
oomph,umf,0.987,0.572,0.621,0.594,-0.049,0.13
clockwork,klɑkwɹ̩k,0.65,0.572,0.7,0.55,-0.128,0.59
sloth,slowθ,0.617,0.572,0.65,0.572,-0.078,0.958
plaque,plæk,0.567,0.572,0.664,0.558,-0.092,0.925
clap,klæp,0.85,0.572,0.532,0.58,0.04,0.79
move,muv,0.556,0.572,0.635,0.596,-0.063,0.562
smoothie,smuði,0.75,0.572,0.546,0.577,0.026,0.905
bank,bæŋk,0.467,0.571,0.659,0.575,-0.087,0.945
flank,flæŋk,0.562,0.571,0.536,0.558,0.036,0.75
black,blæk,0.379,0.571,0.547,0.562,0.024,0.69
loath,lowθ,0.417,0.571,0.611,0.566,-0.04,0.157
whirlpool,wɹ̩lpul,0.667,0.571,0.617,0.589,-0.046,0.91
squeeze,skwiz,0.815,0.571,0.625,0.568,-0.055,0.688
speech,spit͡ʃ,0.679,0.571,0.536,0.609,0.034,0.592
loathe,lowð,0.467,0.571,0.679,0.604,-0.108,0.26
splurge,splɹ̩d͡ʒ,0.8,0.57,0.551,0.559,0.019,0.25
skew,skju,0.758,0.57,0.59,0.595,-0.02,0.42
sue,su,0.2,0.57,0.66,0.569,-0.09,0.518
both,bowθ,0.383,0.57,0.581,0.57,-0.011,0.493
leach,lit͡ʃ,0.576,0.57,0.498,0.582,0.072,0.788
leech,lit͡ʃ,0.742,0.57,0.569,0.559,0.001,0.832
whole,howl,0.6,0.57,0.673,0.566,-0.104,0.562
hole,howl,0.65,0.57,0.674,0.58,-0.104,0.952
creep,kɹip,0.736,0.569,0.673,0.565,-0.103,0.595
shrewd,ʃɹud,0.567,0.569,0.677,0.584,-0.108,0.23
seethe,sið,0.633,0.569,0.629,0.571,-0.06,0.348
hope,howp,0.483,0.569,0.516,0.563,0.053,0.062
liege,lid͡ʒ,0.244,0.569,0.572,0.568,-0.003,
peach,pit͡ʃ,0.417,0.569,0.706,0.575,-0.137,0.975
cheap,t͡ʃip,0.306,0.569,0.632,0.588,-0.063,0.277
cheep,t͡ʃip,0.65,0.569,0.645,0.553,-0.076,
zoo,zu,0.3,0.569,0.422,0.554,0.147,0.952
ooze,uz,0.817,0.569,0.632,0.575,-0.063,0.75
blankly,blæŋkli,0.433,0.569,0.674,0.567,-0.106,0.175
croak,kɹowk,0.846,0.569,0.745,0.579,-0.177,0.705
shirk,ʃɹ̩k,0.583,0.569,0.626,0.604,-0.058,
these,ðiz,0.35,0.569,0.559,0.556,0.009,0.257
clip-clop,klɪp-klɑp,0.833,0.568,0.711,0.579,-0.142,
weak,wik,0.4,0.568,0.644,0.557,-0.075,0.448
queue,kju,0.333,0.568,0.388,0.559,0.18,0.465
cue,kju,0.333,0.568,0.639,0.553,-0.07,0.578
week,wik,0.317,0.568,0.544,0.547,0.025,0.62
Jeep,d͡ʒip,0.367,0.568,0.704,0.578,-0.136,
beach,bit͡ʃ,0.423,0.568,0.609,0.555,-0.041,0.948
beech,bit͡ʃ,0.393,0.568,0.667,0.566,-0.099,0.74
choke,t͡ʃowk,0.55,0.568,0.553,0.582,0.015,0.742
coach,kowt͡ʃ,0.347,0.568,0.631,0.58,-0.063,0.78
groupie,ɡɹupi,0.47,0.568,0.649,0.544,-0.081,0.73
clump,klʌmp,0.617,0.568,0.588,0.564,-0.02,0.75
chunk,t͡ʃʌŋk,0.717,0.568,0.666,0.572,-0.098,0.715
clutch,klʌt͡ʃ,0.654,0.568,0.64,0.576,-0.072,0.675
joke,d͡ʒowk,0.55,0.568,0.689,0.605,-0.121,0.475
blotch,blɑt͡ʃ,0.7,0.568,0.672,0.565,-0.105,0.715
scheme,skim,0.367,0.568,0.636,0.563,-0.068,0.353
junk,d͡ʒʌŋk,0.617,0.567,0.731,0.596,-0.164,0.72
cleat,klit,0.346,0.567,0.621,0.556,-0.053,0.875
spiel,spil,0.412,0.567,0.581,0.56,-0.014,
sleep,slip,0.41,0.567,0.692,0.56,-0.125,0.86
thief,θif,0.472,0.567,0.608,0.535,-0.041,0.842
berth,bɹ̩θ,0.333,0.567,0.6,0.559,-0.033,
birth,bɹ̩θ,0.4,0.567,0.599,0.557,-0.032,0.865
close,klows,0.483,0.567,0.653,0.572,-0.086,0.55
shock,ʃɑk,0.783,0.567,0.652,0.57,-0.086,0.75
peaked,pikt,0.567,0.567,0.603,0.584,-0.037,0.455
please,pliz,0.517,0.567,0.66,0.585,-0.093,0.16
scourge,skɹ̩d͡ʒ,0.394,0.567,0.612,0.518,-0.045,0.328
splash,splæʃ,0.848,0.567,0.582,0.576,-0.016,0.798
hurl,hɹ̩l,0.591,0.567,0.609,0.59,-0.043,0.775
mongoose,mɑŋɡus,0.389,0.566,0.539,0.575,0.027,0.972
cahoot,kɑhut,0.636,0.566,0.552,0.564,0.015,
scope,skowp,0.667,0.566,0.49,0.56,0.077,0.685
spoke,spowk,0.486,0.566,0.526,0.564,0.04,0.595
husk,hʌsk,0.692,0.566,0.702,0.575,-0.135,0.965
thieve,θiv,0.583,0.566,0.689,0.582,-0.122,0.52
spunk,spʌŋk,0.712,0.566,0.625,0.56,-0.058,0.36
toothpick,tuθpɪk,0.7,0.566,0.652,0.585,-0.086,0.982
gag,ɡæɡ,0.733,0.566,0.768,0.564,-0.202,0.842
gosh,ɡɑʃ,0.833,0.566,0.662,0.587,-0.096,0.088
boutique,butik,0.583,0.566,0.472,0.563,0.094,0.817
scotch,skɑt͡ʃ,0.324,0.566,0.577,0.565,-0.011,0.888
howl,hawl,0.818,0.566,0.45,0.567,0.115,0.708
hooked,hʊkt,0.583,0.566,0.638,0.565,-0.072,0.61
glimpse,ɡlɪmps,0.439,0.565,0.469,0.549,0.096,0.52
sixth,sɪksθ,0.515,0.565,0.72,0.579,-0.155,0.708
hopscotch,hɑpskɑt͡ʃ,0.556,0.565,0.578,0.583,-0.013,0.87
flunk,flʌŋk,0.75,0.565,0.51,0.557,0.055,0.35
shook,ʃʊk,0.733,0.565,0.474,0.566,0.091,0.68
squeaky,skwiki,0.818,0.565,0.643,0.566,-0.078,0.518
meek,mik,0.678,0.565,0.582,0.596,-0.018,0.305
cookbook,kʊkbʊk,0.45,0.565,0.532,0.536,0.033,0.975
jinx,d͡ʒɪŋks,0.783,0.565,0.588,0.556,-0.024,0.257
coal,kowl,0.383,0.565,0.639,0.539,-0.074,0.915
clove,klowv,0.405,0.565,0.556,0.589,0.009,0.855
keyhole,kihowl,0.409,0.565,0.676,0.572,-0.112,0.908
loopy,lupi,0.727,0.565,0.583,0.578,-0.018,0.365
heave,hiv,0.742,0.565,0.517,0.537,0.047,0.668
he,hi,0.567,0.565,0.442,0.567,0.122,0.732
plea,pli,0.633,0.565,0.647,0.602,-0.082,0.348
leap,lip,0.6,0.565,0.677,0.594,-0.112,0.715
peel,pil,0.767,0.565,0.599,0.57,-0.034,0.903
peal,pil,0.47,0.565,0.65,0.568,-0.086,
thug,θʌɡ,0.611,0.565,0.56,0.571,0.004,0.825
blurb,blɹ̩b,0.733,0.564,0.608,0.574,-0.044,0.51
hash,hæʃ,0.641,0.564,0.66,0.588,-0.096,0.775
goal,ɡowl,0.367,0.564,0.512,0.557,0.052,0.515
glow,ɡlow,0.733,0.564,0.471,0.533,0.093,0.662
couch,kawt͡ʃ,0.35,0.564,0.685,0.563,-0.121,0.928
cope,kowp,0.35,0.564,0.513,0.582,0.051,0.195
poke,powk,0.717,0.564,0.55,0.57,0.014,0.805
plop,plɑp,0.833,0.564,0.581,0.585,-0.017,0.62
hop,hɑp,0.75,0.564,0.628,0.541,-0.064,0.7
punk,pʌŋk,0.633,0.564,0.71,0.579,-0.146,0.525
swank,swæŋk,0.5,0.564,0.681,0.547,-0.117,
exclude,ɪksklud,0.422,0.564,0.541,0.548,0.023,0.405
peep,pip,0.848,0.564,0.58,0.585,-0.017,0.592
jerk,d͡ʒɹ̩k,0.717,0.564,0.568,0.548,-0.004,0.565
scowl,skawl,0.8,0.564,0.516,0.582,0.048,0.712
pluck,plʌk,0.833,0.564,0.533,0.59,0.031,0.75
croon,kɹun,0.564,0.564,0.631,0.594,-0.068,0.548
bunk,bʌŋk,0.606,0.563,0.741,0.6,-0.178,0.825
prank,pɹæŋk,0.455,0.563,0.616,0.584,-0.053,0.475
blackjack,blækd͡ʒæk,0.4,0.563,0.693,0.588,-0.129,0.732
crook,kɹʊk,0.764,0.563,0.675,0.615,-0.112,0.698
bulk,bʌlk,0.53,0.563,0.537,0.551,0.027,0.56
gulp,ɡʌlp,0.833,0.563,0.489,0.568,0.074,0.798
plug,plʌɡ,0.583,0.563,0.555,0.539,0.008,0.91
club,klʌb,0.55,0.563,0.54,0.569,0.023,0.695
gouge,ɡawd͡ʒ,0.65,0.563,0.728,0.573,-0.164,0.55
beep,bip,0.833,0.563,0.614,0.563,-0.051,0.75
blob,blɑb,0.817,0.563,0.527,0.552,0.036,0.765
booby,bubi,0.788,0.563,0.681,0.566,-0.118,0.802
schooling,skulɪŋ,0.283,0.563,0.595,0.568,-0.032,0.518
drool,dɹul,0.767,0.563,0.617,0.569,-0.054,0.903
troupe,tɹup,0.417,0.563,0.573,0.564,-0.01,0.75
troop,tɹup,0.483,0.563,0.607,0.543,-0.044,0.835
hug,hʌɡ,0.533,0.563,0.577,0.553,-0.015,0.785
chink,t͡ʃɪŋk,0.717,0.563,0.648,0.607,-0.086,
chalk,t͡ʃɑk,0.667,0.563,0.674,0.562,-0.111,0.975
links,lɪŋks,0.383,0.562,0.662,0.596,-0.099,0.63
lynx,lɪŋks,0.5,0.562,0.622,0.57,-0.06,0.875
brute,bɹut,0.517,0.562,0.727,0.546,-0.165,0.578
droop,dɹup,0.847,0.562,0.632,0.581,-0.07,0.67
prude,pɹud,0.567,0.562,0.631,0.577,-0.069,0.348
harsh,hɑɹʃ,0.583,0.562,0.467,0.571,0.095,0.308
zonk,zɑŋk,0.545,0.562,0.604,0.577,-0.042,
toothache,tuθæk,0.533,0.562,0.598,0.547,-0.036,0.605
thatch,θæt͡ʃ,0.417,0.562,0.647,0.566,-0.085,0.708
jock,d͡ʒɑk,0.483,0.562,0.616,0.58,-0.054,0.662
slog,slɑɡ,0.683,0.562,0.679,0.594,-0.117,
pox,pɑks,0.467,0.562,0.422,0.532,0.14,0.685
brood,bɹud,0.417,0.562,0.637,0.559,-0.075,0.49
regroup,ɹiɡɹup,0.517,0.562,0.621,0.579,-0.059,0.353
ski,ski,0.379,0.562,0.58,0.549,-0.019,0.908
seek,sik,0.417,0.562,0.546,0.56,0.015,0.42
quick,kwɪk,0.783,0.561,0.644,0.574,-0.082,0.473
box,bɑks,0.625,0.561,0.573,0.586,-0.012,0.975
jog,d͡ʒɑɡ,0.697,0.561,0.64,0.592,-0.079,0.658
scamp,skæmp,0.667,0.561,0.707,0.603,-0.146,0.562
cooler,kulɹ̩,0.702,0.561,0.508,0.571,0.053,0.785
vroom,vɹum,0.955,0.561,0.657,0.574,-0.096,
spoon,spun,0.55,0.561,0.496,0.573,0.064,0.99
snoop,snup,0.633,0.561,0.6,0.576,-0.039,0.5
geese,ɡis,0.576,0.561,0.693,0.57,-0.132,
cowl,kawl,0.439,0.561,0.671,0.572,-0.11,0.74
June,d͡ʒun,0.25,0.561,0.414,0.539,0.147,
scroll,skɹowl,0.617,0.561,0.7,0.567,-0.139,0.778
cruelty,kɹulti,0.513,0.561,0.519,0.549,0.042,0.26
flock,flɑk,0.667,0.56,0.664,0.554,-0.103,0.918
hatch,hæt͡ʃ,0.633,0.56,0.626,0.548,-0.066,0.865
