Word,ipa,Iconicity,phon_pred,sem_pred,comb_pred,pred_diff,Conc.M
shh,ʃ,0.9,0.667,0.624,0.697,0.043,
booth,buθ,0.35,0.641,0.764,0.675,-0.122,0.855
puke,puk,0.742,0.634,0.721,0.659,-0.088,0.898
blue,blu,0.55,0.615,0.508,0.653,0.107,0.69
squeak,skwik,0.967,0.595,0.646,0.652,-0.05,0.768
hoop,hup,0.611,0.64,0.744,0.65,-0.104,0.935
loop,lup,0.783,0.615,0.577,0.648,0.039,0.815
clue,klu,0.208,0.634,0.627,0.648,0.007,0.483
who,hu,0.433,0.641,0.763,0.645,-0.123,0.185
gloom,ɡlum,0.867,0.622,0.562,0.642,0.06,0.215
goose,ɡus,0.583,0.612,0.583,0.641,0.029,0.952
coo,ku,0.667,0.631,0.726,0.639,-0.095,
ghoul,ɡul,0.667,0.634,0.768,0.639,-0.134,0.425
pool,pul,0.567,0.615,0.612,0.639,0.003,0.942
soothe,suð,0.792,0.62,0.605,0.638,0.015,0.285
spook,spuk,0.783,0.619,0.727,0.638,-0.108,0.535
coup,ku,0.4,0.631,0.609,0.637,0.021,0.5
whose,huz,0.227,0.618,0.71,0.637,-0.091,0.17
sooth,suθ,0.727,0.621,0.783,0.636,-0.162,0.277
pooch,put͡ʃ,0.517,0.62,0.837,0.635,-0.217,0.83
coop,kup,0.5,0.634,0.783,0.631,-0.149,0.865
swoop,swup,0.817,0.594,0.574,0.629,0.02,0.548
goo,ɡu,0.9,0.63,0.667,0.629,-0.038,0.635
scoot,skut,0.833,0.589,0.647,0.628,-0.058,0.473
groove,ɡɹuv,0.733,0.588,0.655,0.628,-0.066,0.698
heath,hiθ,0.15,0.617,0.618,0.627,-0.001,
goo-goo,ɡu-ɡu,0.9,0.63,0.644,0.626,-0.015,
hooch,hut͡ʃ,0.621,0.645,0.706,0.625,-0.061,0.805
whoosh,wuʃ,0.95,0.609,0.74,0.625,-0.131,0.41
poop,pup,0.667,0.614,0.683,0.625,-0.068,0.958
fluke,fluk,0.567,0.617,0.741,0.625,-0.123,0.335
peek,pik,0.767,0.583,0.649,0.624,-0.066,0.655
shoo,ʃu,0.8,0.616,0.669,0.624,-0.052,
threw,θɹu,0.583,0.605,0.717,0.623,-0.112,0.642
clonk,klɑŋk,0.733,0.603,0.538,0.622,0.064,
truth,tɹuθ,0.583,0.583,0.472,0.622,0.112,0.24
whom,hum,0.53,0.622,0.658,0.622,-0.036,0.232
blew,blu,0.583,0.615,0.62,0.621,-0.006,
hoof,huf,0.407,0.616,0.733,0.621,-0.117,0.972
shoe,ʃu,0.383,0.616,0.689,0.621,-0.073,0.992
group,ɡɹup,0.603,0.607,0.637,0.621,-0.03,0.78
glue,ɡlu,0.6,0.634,0.669,0.62,-0.036,0.913
through,θɹu,0.367,0.605,0.652,0.619,-0.047,0.475
scoop,skup,0.7,0.619,0.672,0.619,-0.053,0.788
cool,kul,0.717,0.634,0.731,0.619,-0.097,0.632
clank,klæŋk,0.894,0.597,0.652,0.619,-0.055,0.46
crook,kɹʊk,0.764,0.563,0.675,0.615,-0.112,0.698
cleft,klft,0.35,0.606,0.69,0.615,-0.084,0.827
shoot,ʃut,0.712,0.583,0.678,0.614,-0.095,0.742
glop,ɡlɑp,0.9,0.578,0.62,0.614,-0.042,0.67
flue,flu,0.385,0.591,0.615,0.612,-0.024,
grew,ɡɹu,0.417,0.596,0.677,0.612,-0.081,0.63
smooth,smuð,0.817,0.611,0.642,0.612,-0.031,0.702
pubes,pubz,0.4,0.604,0.602,0.611,0.001,
poof,puf,0.818,0.59,0.417,0.611,0.174,0.305
hunk,hʌŋk,0.783,0.583,0.591,0.611,-0.008,0.698
crew,kɹu,0.264,0.597,0.539,0.61,0.058,0.84
girth,ɡɹ̩θ,0.6,0.586,0.718,0.61,-0.132,0.62
boo,bu,0.95,0.601,0.558,0.61,0.043,0.37
boom,bum,0.95,0.596,0.705,0.61,-0.109,0.665
brooch,bɹut͡ʃ,0.25,0.597,0.638,0.61,-0.042,0.798
pooped,pupt,0.7,0.59,0.611,0.609,-0.02,0.518
speech,spit͡ʃ,0.679,0.571,0.536,0.609,0.034,0.592
sheath,ʃiθ,0.379,0.601,0.549,0.609,0.051,0.87
tooth,tuθ,0.5,0.602,0.588,0.609,0.014,0.972
caulk,kɑk,0.542,0.576,0.758,0.608,-0.181,0.92
fool,ful,0.561,0.591,0.628,0.608,-0.037,0.548
zoom,zum,0.869,0.574,0.665,0.608,-0.091,0.525
lieu,lu,0.4,0.603,0.602,0.608,0.001,0.182
clock,klɑk,0.517,0.593,0.65,0.607,-0.057,1.0
chink,t͡ʃɪŋk,0.717,0.563,0.648,0.607,-0.086,
lose,luz,0.633,0.593,0.565,0.607,0.028,0.312
poo,pu,0.85,0.602,0.515,0.606,0.087,0.9
school,skul,0.5,0.62,0.668,0.606,-0.048,0.948
joke,d͡ʒowk,0.55,0.568,0.689,0.605,-0.121,0.475
golf,ɡɑlf,0.561,0.56,0.61,0.605,-0.051,0.88
boob,bub,0.467,0.613,0.671,0.604,-0.058,0.845
shirk,ʃɹ̩k,0.583,0.569,0.626,0.604,-0.058,
choo-choo,t͡ʃu-t͡ʃu,0.833,0.61,0.715,0.604,-0.105,
pule,pul,0.426,0.615,0.649,0.604,-0.034,
loathe,lowð,0.467,0.571,0.679,0.604,-0.108,0.26
spark,spɑɹk,0.617,0.555,0.452,0.603,0.103,0.812
scamp,skæmp,0.667,0.561,0.707,0.603,-0.146,0.562
hoot,hut,0.756,0.6,0.582,0.603,0.018,0.72
whoop,wup,0.767,0.6,0.635,0.603,-0.035,0.532
goof,ɡuf,0.683,0.609,0.568,0.603,0.041,0.385
huge,hjud͡ʒ,0.583,0.594,0.818,0.602,-0.223,0.635
plea,pli,0.633,0.565,0.647,0.602,-0.082,0.348
glucose,ɡlukows,0.3,0.585,0.643,0.602,-0.058,0.74
species,spiʃiz,0.35,0.547,0.471,0.602,0.076,0.59
mooch,mut͡ʃ,0.767,0.602,0.607,0.602,-0.005,0.32
quiche,kiʃ,0.514,0.592,0.671,0.602,-0.079,0.883
plank,plæŋk,0.621,0.586,0.687,0.602,-0.101,1.0
chute,ʃut,0.633,0.583,0.499,0.602,0.084,0.903
leek,lik,0.567,0.584,0.589,0.601,-0.005,0.98
clog,klɑɡ,0.667,0.592,0.714,0.601,-0.122,0.618
shank,ʃæŋk,0.7,0.579,0.561,0.601,0.018,0.795
clop,klɑp,0.621,0.578,0.638,0.601,-0.06,
keep,kip,0.567,0.583,0.71,0.601,-0.127,0.342
plunk,plʌŋk,0.833,0.579,0.497,0.601,0.083,
bunk,bʌŋk,0.606,0.563,0.741,0.6,-0.178,0.825
blues,bluz,0.683,0.604,0.771,0.6,-0.167,0.328
phlegm,flɡm,0.708,0.622,0.641,0.6,-0.019,0.87
skunk,skʌŋk,0.533,0.578,0.651,0.6,-0.074,0.97
juju,d͡ʒud͡ʒu,0.567,0.609,0.655,0.6,-0.046,
speak,spik,0.55,0.581,0.541,0.6,0.04,0.675
crank,kɹæŋk,0.633,0.575,0.512,0.6,0.063,0.875
conk,kɑŋk,0.551,0.593,0.648,0.599,-0.055,
bleach,blit͡ʃ,0.383,0.587,0.607,0.599,-0.021,0.935
groom,ɡɹum,0.383,0.593,0.574,0.598,0.019,0.885
blank,blæŋk,0.65,0.585,0.596,0.598,-0.01,0.53
peace,pis,0.712,0.542,0.718,0.598,-0.175,0.155
rule,ɹul,0.383,0.578,0.715,0.597,-0.137,0.392
grouping,ɡɹupɪŋ,0.47,0.554,0.594,0.597,-0.04,0.535
spool,spul,0.467,0.605,0.541,0.597,0.064,0.905
jukebox,d͡ʒukbɑks,0.53,0.594,0.675,0.597,-0.08,0.982
clamp,klæmp,0.819,0.574,0.57,0.597,0.005,0.883
spruce,spɹus,0.621,0.577,0.677,0.597,-0.1,0.715
grr,ɡɹ,0.846,0.612,0.568,0.596,0.043,
choose,t͡ʃuz,0.283,0.598,0.72,0.596,-0.122,0.405
gloomy,ɡlumi,0.758,0.58,0.542,0.596,0.038,0.38
thank,θæŋk,0.433,0.593,0.541,0.596,0.051,0.5
meek,mik,0.678,0.565,0.582,0.596,-0.018,0.305
bleep,blip,0.931,0.583,0.763,0.596,-0.181,0.525
junk,d͡ʒʌŋk,0.617,0.567,0.731,0.596,-0.164,0.72
links,lɪŋks,0.383,0.562,0.662,0.596,-0.099,0.63
move,muv,0.556,0.572,0.635,0.596,-0.063,0.562
screw,skɹu,0.764,0.591,0.617,0.596,-0.025,0.952
skew,skju,0.758,0.57,0.59,0.595,-0.02,0.42
bruise,bɹuz,0.567,0.576,0.631,0.595,-0.055,0.933
booze,buz,0.65,0.592,0.616,0.595,-0.025,0.87
thunk,θʌŋk,0.933,0.585,0.69,0.594,-0.106,0.468
whew,wu,0.883,0.58,0.544,0.594,0.036,
slog,slɑɡ,0.683,0.562,0.679,0.594,-0.117,
croon,kɹun,0.564,0.564,0.631,0.594,-0.068,0.548
leap,lip,0.6,0.565,0.677,0.594,-0.112,0.715
loom,lum,0.483,0.597,0.657,0.594,-0.06,0.875
dupe,dup,0.517,0.573,0.659,0.594,-0.086,0.308
oomph,umf,0.987,0.572,0.621,0.594,-0.049,0.13
chew,t͡ʃu,0.633,0.61,0.677,0.593,-0.067,0.732
loot,lut,0.591,0.575,0.646,0.593,-0.071,0.875
bonk,bɑŋk,0.848,0.578,0.617,0.593,-0.039,0.478
spooky,spuki,0.867,0.578,0.688,0.592,-0.11,0.312
loose,lus,0.682,0.594,0.765,0.592,-0.171,0.545
clink,klɪŋk,0.818,0.587,0.674,0.592,-0.087,0.55
jog,d͡ʒɑɡ,0.697,0.561,0.64,0.592,-0.079,0.658
heal,hil,0.467,0.59,0.639,0.592,-0.049,0.507
kink,kɪŋk,0.633,0.573,0.667,0.592,-0.094,0.642
sheathe,ʃið,0.483,0.6,0.759,0.592,-0.159,0.71
clothes,klowðz,0.333,0.592,0.735,0.592,-0.143,0.94
squirm,skwɹ̩m,0.85,0.559,0.561,0.591,-0.002,0.705
juice,d͡ʒus,0.694,0.598,0.477,0.591,0.121,0.972
cruise,kɹuz,0.733,0.591,0.663,0.591,-0.072,0.758
slag,slæɡ,0.606,0.555,0.666,0.591,-0.11,
cloak,klowk,0.45,0.591,0.663,0.591,-0.072,0.928
think,θɪŋk,0.394,0.579,0.676,0.591,-0.097,0.353
loch,lɑk,0.25,0.558,0.694,0.591,-0.136,
clique,klik,0.6,0.612,0.572,0.591,0.04,0.42
hurl,hɹ̩l,0.591,0.567,0.609,0.59,-0.043,0.775
bleak,blik,0.533,0.597,0.584,0.59,0.013,0.385
pluck,plʌk,0.833,0.564,0.533,0.59,0.031,0.75
chic,ʃik,0.591,0.592,0.582,0.59,0.01,0.315
loon,lun,0.515,0.557,0.724,0.59,-0.167,0.815
clunk,klʌŋk,0.967,0.591,0.67,0.59,-0.079,0.565
honk,hɑŋk,0.848,0.598,0.748,0.589,-0.15,0.88
crack,kɹæk,0.733,0.558,0.52,0.589,0.038,0.883
clove,klowv,0.405,0.565,0.556,0.589,0.009,0.855
guru,ɡuɹu,0.472,0.588,0.672,0.589,-0.084,0.65
whirlpool,wɹ̩lpul,0.667,0.571,0.617,0.589,-0.046,0.91
cheap,t͡ʃip,0.306,0.569,0.632,0.588,-0.063,0.277
geek,ɡik,0.467,0.601,0.705,0.588,-0.104,0.678
hack,hæk,0.636,0.574,0.754,0.588,-0.18,0.525
theme,θim,0.5,0.573,0.596,0.588,-0.023,0.43
blackjack,blækd͡ʒæk,0.4,0.563,0.693,0.588,-0.129,0.732
hash,hæʃ,0.641,0.564,0.66,0.588,-0.096,0.775
smoosh,smuʃ,0.95,0.598,0.634,0.588,-0.036,
smooch,smut͡ʃ,0.859,0.595,0.589,0.588,0.006,0.802
clang,klæŋ,0.733,0.573,0.666,0.588,-0.093,0.74
stool,stul,0.45,0.575,0.619,0.587,-0.044,0.975
gosh,ɡɑʃ,0.833,0.566,0.662,0.587,-0.096,0.088
kirk,kɹ̩k,0.333,0.578,0.632,0.587,-0.054,
grasp,ɡɹæsp,0.783,0.55,0.508,0.586,0.041,0.658
flute,flut,0.533,0.573,0.636,0.586,-0.064,1.0
box,bɑks,0.625,0.561,0.573,0.586,-0.012,0.975
flu,flu,0.6,0.591,0.594,0.586,-0.003,0.662
clash,klæʃ,0.717,0.579,0.68,0.586,-0.101,0.408
heel,hil,0.633,0.59,0.584,0.586,0.006,0.965
please,pliz,0.517,0.567,0.66,0.585,-0.093,0.16
breathe,bɹið,0.591,0.575,0.622,0.585,-0.047,0.768
hip-hop,hɪp-hɑp,0.733,0.551,0.62,0.585,-0.07,
toothpick,tuθpɪk,0.7,0.566,0.652,0.585,-0.086,0.982
peep,pip,0.848,0.564,0.58,0.585,-0.017,0.592
slop,slɑp,0.8,0.548,0.623,0.585,-0.075,0.61
plop,plɑp,0.833,0.564,0.581,0.585,-0.017,0.62
shriek,ʃɹik,0.917,0.576,0.594,0.585,-0.018,0.742
scalp,skælp,0.55,0.572,0.604,0.585,-0.032,0.955
boost,bust,0.733,0.574,0.611,0.585,-0.037,0.473
quirk,kwɹ̩k,0.7,0.583,0.683,0.585,-0.1,0.312
cash,kæʃ,0.458,0.558,0.587,0.585,-0.029,0.87
prank,pɹæŋk,0.455,0.563,0.616,0.584,-0.053,0.475
creak,kɹik,0.967,0.584,0.583,0.584,0.001,0.652
shrewd,ʃɹud,0.567,0.569,0.677,0.584,-0.108,0.23
host,howst,0.517,0.546,0.58,0.584,-0.034,0.658
cove,kowv,0.455,0.546,0.595,0.584,-0.049,0.893
bleed,blid,0.7,0.552,0.624,0.584,-0.072,0.85
block,blɑk,0.717,0.578,0.705,0.584,-0.127,0.87
peaked,pikt,0.567,0.567,0.603,0.584,-0.037,0.455
fume,fjum,0.727,0.54,0.739,0.584,-0.199,0.645
thrash,θɹæʃ,0.783,0.557,0.64,0.584,-0.084,0.648
hopscotch,hɑpskɑt͡ʃ,0.556,0.565,0.578,0.583,-0.013,0.87
bulb,bʌlb,0.53,0.548,0.638,0.583,-0.089,0.982
lurk,lɹ̩k,0.567,0.56,0.597,0.583,-0.037,0.462
bowl,bowl,0.333,0.55,0.602,0.583,-0.052,0.968
brew,bɹu,0.5,0.577,0.623,0.583,-0.046,0.768
thieve,θiv,0.583,0.566,0.689,0.582,-0.122,0.52
scrunch,skɹʌnt͡ʃ,0.879,0.533,0.606,0.582,-0.073,0.578
joust,d͡ʒst,0.433,0.582,0.702,0.582,-0.12,0.758
squat,skwɑt,0.697,0.544,0.556,0.582,-0.012,0.83
heap,hip,0.727,0.59,0.51,0.582,0.08,0.725
cuckoo,kʌku,0.576,0.559,0.6,0.582,-0.041,0.855
spew,spju,0.773,0.556,0.628,0.582,-0.072,0.55
scowl,skawl,0.8,0.564,0.516,0.582,0.048,0.712
woo,wu,0.652,0.58,0.707,0.582,-0.127,0.298
cope,kowp,0.35,0.564,0.513,0.582,0.051,0.195
leach,lit͡ʃ,0.576,0.57,0.498,0.582,0.072,0.788
choke,t͡ʃowk,0.55,0.568,0.553,0.582,0.015,0.742
droop,dɹup,0.847,0.562,0.632,0.581,-0.07,0.67
plume,plum,0.55,0.608,0.627,0.581,-0.019,0.75
swoosh,swuʃ,0.949,0.601,0.588,0.581,0.013,0.445
womb,wum,0.561,0.582,0.736,0.581,-0.154,0.842
tube,tub,0.576,0.573,0.528,0.581,0.046,0.955
goon,ɡun,0.717,0.575,0.556,0.581,0.019,0.575
plink,plɪŋk,0.55,0.575,0.579,0.581,-0.004,
hole,howl,0.65,0.57,0.674,0.58,-0.104,0.952
peak,pik,0.783,0.583,0.634,0.58,-0.051,0.8
sleek,slik,0.682,0.582,0.625,0.58,-0.043,0.5
cow,kaw,0.7,0.534,0.481,0.58,0.053,0.99
jock,d͡ʒɑk,0.483,0.562,0.616,0.58,-0.054,0.662
coach,kowt͡ʃ,0.347,0.568,0.631,0.58,-0.063,0.78
moo,mu,0.867,0.575,0.672,0.58,-0.096,0.6
clap,klæp,0.85,0.572,0.532,0.58,0.04,0.79
boots,buts,0.65,0.574,0.678,0.579,-0.104,1.0
hag,hæɡ,0.517,0.573,0.672,0.579,-0.098,0.67
loophole,luphowl,0.5,0.589,0.594,0.579,-0.005,0.408
curl,kɹ̩l,0.597,0.56,0.703,0.579,-0.143,0.845
bonkers,bɑŋkɹ̩z,0.817,0.538,0.517,0.579,0.02,0.19
regroup,ɹiɡɹup,0.517,0.562,0.621,0.579,-0.059,0.353
cream,kɹim,0.515,0.556,0.646,0.579,-0.09,0.958
sheep,ʃip,0.37,0.573,0.491,0.579,0.082,0.975
clip-clop,klɪp-klɑp,0.833,0.568,0.711,0.579,-0.142,
hoax,howks,0.483,0.582,0.609,0.579,-0.027,0.418
jagged,d͡ʒæɡd,0.633,0.543,0.65,0.579,-0.107,0.685
woof,wuf,0.967,0.576,0.6,0.579,-0.024,0.725
sixth,sɪksθ,0.515,0.565,0.72,0.579,-0.155,0.708
gleam,ɡlim,0.4,0.584,0.564,0.579,0.02,0.57
nuke,nuk,0.741,0.575,0.688,0.579,-0.112,0.75
bloke,blowk,0.5,0.579,0.47,0.579,0.109,0.722
soup,sup,0.6,0.593,0.649,0.579,-0.056,0.93
croak,kɹowk,0.846,0.569,0.745,0.579,-0.177,0.705
cirque,sɹ̩k,0.367,0.538,0.498,0.579,0.04,
float,flowt,0.65,0.53,0.526,0.579,0.004,0.768
punk,pʌŋk,0.633,0.564,0.71,0.579,-0.146,0.525
gluey,ɡlui,0.818,0.578,0.663,0.578,-0.085,
boon,bun,0.561,0.555,0.654,0.578,-0.098,0.37
bold,bowld,0.648,0.543,0.623,0.578,-0.08,0.358
rebuke,ɹibjuk,0.383,0.547,0.705,0.578,-0.158,0.267
blimp,blɪmp,0.744,0.552,0.403,0.578,0.148,0.94
crush,kɹʌʃ,0.75,0.543,0.704,0.578,-0.161,0.725
loopy,lupi,0.727,0.565,0.583,0.578,-0.018,0.365
Jeep,d͡ʒip,0.367,0.568,0.704,0.578,-0.136,
bloc,blɑk,0.208,0.578,0.613,0.578,-0.035,
goulash,ɡulɑʃ,0.55,0.581,0.714,0.578,-0.133,0.8
keel,kil,0.389,0.584,0.604,0.578,-0.021,0.62
she,ʃi,0.35,0.54,0.624,0.577,-0.084,0.59
classroom,klæsɹum,0.4,0.557,0.618,0.577,-0.061,0.94
smoothie,smuði,0.75,0.572,0.546,0.577,0.026,0.905
coke,kowk,0.439,0.579,0.736,0.577,-0.158,0.958
beak,bik,0.5,0.582,0.624,0.577,-0.042,0.99
zonk,zɑŋk,0.545,0.562,0.604,0.577,-0.042,
prude,pɹud,0.567,0.562,0.631,0.577,-0.069,0.348
gunk,ɡʌŋk,0.803,0.578,0.67,0.577,-0.092,0.615
clutch,klʌt͡ʃ,0.654,0.568,0.64,0.576,-0.072,0.675
chomp,t͡ʃɑmp,0.848,0.554,0.543,0.576,0.011,0.688
hock,hɑk,0.526,0.583,0.653,0.576,-0.07,0.572
grooved,ɡɹuvd,0.65,0.574,0.566,0.576,0.008,
snoop,snup,0.633,0.561,0.6,0.576,-0.039,0.5
pubic,pubɪk,0.467,0.559,0.702,0.576,-0.143,0.768
hump,hʌmp,0.679,0.555,0.657,0.576,-0.102,0.84
cloth,klɔθ,0.53,0.557,0.513,0.576,0.044,0.975
juicy,d͡ʒusi,0.717,0.551,0.606,0.576,-0.054,0.74
smudge,smʌd͡ʒ,0.8,0.523,0.555,0.576,-0.032,0.875
cluck,klʌk,0.742,0.578,0.718,0.576,-0.14,0.582
blink,blɪŋk,0.483,0.575,0.704,0.576,-0.129,0.847
leak,lik,0.6,0.584,0.583,0.576,0.001,0.82
cougar,kuɡɹ̩,0.455,0.574,0.557,0.576,0.017,0.955
splash,splæʃ,0.848,0.567,0.582,0.576,-0.016,0.798
duke,duk,0.483,0.592,0.622,0.575,-0.03,0.75
squish,skwɪʃ,0.95,0.558,0.584,0.575,-0.025,0.712
bank,bæŋk,0.467,0.571,0.659,0.575,-0.087,0.945
hearth,hɑɹθ,0.264,0.576,0.634,0.575,-0.058,0.845
foxhole,fɑkshowl,0.436,0.557,0.642,0.575,-0.085,0.875
hulk,hʌlk,0.597,0.583,0.561,0.575,0.022,0.598
stooge,stud͡ʒ,0.517,0.578,0.721,0.575,-0.144,0.578
mongoose,mɑŋɡus,0.389,0.566,0.539,0.575,0.027,0.972
husk,hʌsk,0.692,0.566,0.702,0.575,-0.135,0.965
squash,skwɑʃ,0.833,0.574,0.542,0.575,0.033,0.925
broke,bɹowk,0.483,0.557,0.526,0.575,0.031,0.572
bog,bɑɡ,0.583,0.556,0.569,0.575,-0.013,0.77
peach,pit͡ʃ,0.417,0.569,0.706,0.575,-0.137,0.975
preschool,pɹiskul,0.467,0.58,0.767,0.575,-0.188,0.842
scrap,skɹæp,0.7,0.55,0.573,0.575,-0.024,0.788
ooze,uz,0.817,0.569,0.632,0.575,-0.063,0.75
plonk,plɑŋk,0.633,0.591,0.712,0.575,-0.121,
pole,powl,0.35,0.55,0.577,0.575,-0.027,0.915
cube,kjub,0.515,0.586,0.639,0.574,-0.053,0.905
boogie,buɡi,0.683,0.577,0.697,0.574,-0.119,0.558
boot,but,0.583,0.573,0.645,0.574,-0.072,0.99
slack,slæk,0.6,0.556,0.549,0.574,0.007,0.538
quick,kwɪk,0.783,0.561,0.644,0.574,-0.082,0.473
blurb,blɹ̩b,0.733,0.564,0.608,0.574,-0.044,0.51
shop,ʃɑp,0.483,0.548,0.616,0.574,-0.068,0.827
hold,howld,0.583,0.559,0.688,0.574,-0.129,0.67
vroom,vɹum,0.955,0.561,0.657,0.574,-0.096,
cock,kɑk,0.35,0.576,0.64,0.574,-0.063,0.948
thinking,θɪŋkɪŋ,0.317,0.536,0.556,0.573,-0.02,0.24
catch,kæt͡ʃ,0.633,0.554,0.616,0.573,-0.062,0.778
slope,slowp,0.5,0.555,0.594,0.573,-0.039,0.768
preclude,pɹɪklud,0.45,0.549,0.667,0.573,-0.118,0.16
flop,flɑp,0.917,0.546,0.6,0.573,-0.054,0.732
hook,hʊk,0.65,0.581,0.646,0.573,-0.065,0.948
gook,ɡʊk,0.394,0.574,0.683,0.573,-0.109,
gouge,ɡawd͡ʒ,0.65,0.563,0.728,0.573,-0.164,0.55
creek,kɹik,0.667,0.584,0.401,0.573,0.182,0.968
bath,bæθ,0.517,0.556,0.559,0.573,-0.003,0.962
brink,bɹɪŋk,0.5,0.552,0.552,0.573,0.0,0.37
gasp,ɡæsp,0.727,0.555,0.541,0.573,0.014,0.788
spoon,spun,0.55,0.561,0.496,0.573,0.064,0.99
south,sawθ,0.364,0.551,0.567,0.573,-0.016,0.71
scream,skɹim,0.617,0.56,0.572,0.573,-0.012,0.83
keyhole,kihowl,0.409,0.565,0.676,0.572,-0.112,0.908
close,klows,0.483,0.567,0.653,0.572,-0.086,0.55
tool,tul,0.417,0.575,0.6,0.572,-0.026,0.9
sloth,slowθ,0.617,0.572,0.65,0.572,-0.078,0.958
lute,lut,0.45,0.575,0.466,0.572,0.108,
grudge,ɡɹʌd͡ʒ,0.767,0.538,0.538,0.572,0.0,0.285
slosh,slɑʃ,0.683,0.555,0.512,0.572,0.043,0.46
moose,mus,0.379,0.575,0.608,0.572,-0.033,0.992
crouch,kɹawt͡ʃ,0.667,0.557,0.556,0.572,0.001,0.817
cowl,kawl,0.439,0.561,0.671,0.572,-0.11,0.74
tweak,twik,0.725,0.556,0.64,0.572,-0.084,0.448
chunk,t͡ʃʌŋk,0.717,0.568,0.666,0.572,-0.098,0.715
greenhouse,ɡɹinhaws,0.583,0.537,0.52,0.572,0.017,0.94
prove,pɹuv,0.467,0.574,0.595,0.572,-0.021,0.208
code,kowd,0.417,0.533,0.585,0.572,-0.052,0.5
hedgehog,hɛd͡ʒhɑɡ,0.467,0.535,0.445,0.571,0.09,0.982
thug,θʌɡ,0.611,0.565,0.56,0.571,0.004,0.825
seethe,sið,0.633,0.569,0.629,0.571,-0.06,0.348
cooler,kulɹ̩,0.702,0.561,0.508,0.571,0.053,0.785
sinkhole,sɪŋkhowl,0.652,0.556,0.492,0.571,0.065,0.87
cop,kɑp,0.467,0.557,0.595,0.571,-0.038,0.825
skulk,skʌlk,0.583,0.577,0.674,0.571,-0.097,0.395
gold,ɡowld,0.545,0.555,0.577,0.571,-0.023,0.952
produce,pɹowdus,0.433,0.535,0.643,0.571,-0.108,0.578
clasp,klæsp,0.717,0.572,0.652,0.571,-0.08,0.852
blouse,blaws,0.561,0.552,0.684,0.571,-0.133,0.99
harsh,hɑɹʃ,0.583,0.562,0.467,0.571,0.095,0.308
quack,kwæk,0.821,0.575,0.563,0.57,0.011,0.732
youth,juθ,0.47,0.577,0.576,0.57,0.001,0.57
truce,tɹus,0.439,0.547,0.615,0.57,-0.068,0.368
quickly,kwɪkli,0.467,0.55,0.507,0.57,0.043,0.34
poke,powk,0.717,0.564,0.55,0.57,0.014,0.805
clack,klæk,0.847,0.586,0.701,0.57,-0.115,
lark,lɑɹk,0.35,0.551,0.495,0.57,0.056,0.82
peel,pil,0.767,0.565,0.599,0.57,-0.034,0.903
bulge,bʌld͡ʒ,0.633,0.552,0.656,0.57,-0.104,0.73
geese,ɡis,0.576,0.561,0.693,0.57,-0.132,
both,bowθ,0.383,0.57,0.581,0.57,-0.011,0.493
lynx,lɪŋks,0.5,0.562,0.622,0.57,-0.06,0.875
cheekbone,t͡ʃikbown,0.433,0.541,0.553,0.57,-0.012,0.928
fox,fɑks,0.449,0.544,0.56,0.57,-0.017,0.992
shock,ʃɑk,0.783,0.567,0.652,0.57,-0.086,0.75
workbook,wɹ̩kbʊk,0.483,0.55,0.461,0.57,0.088,0.893
plump,plʌmp,0.883,0.557,0.603,0.57,-0.046,0.75
flew,flu,0.683,0.591,0.672,0.569,-0.081,0.542
path,pæθ,0.467,0.557,0.565,0.569,-0.008,0.852
blab,blæb,0.75,0.556,0.718,0.569,-0.162,0.375
deuce,dus,0.117,0.552,0.687,0.569,-0.135,0.51
crash,kɹæʃ,0.7,0.551,0.548,0.569,0.002,0.698
hog,hɑɡ,0.483,0.582,0.701,0.569,-0.119,0.915
drool,dɹul,0.767,0.563,0.617,0.569,-0.054,0.903
glower,ɡlawɹ̩,0.542,0.517,0.552,0.569,-0.036,0.402
ruse,ɹuz,0.35,0.556,0.623,0.569,-0.067,0.143
monk,mʌŋk,0.45,0.551,0.612,0.569,-0.061,0.837
pouf,puf,0.692,0.59,0.665,0.569,-0.075,
calves,kævz,0.267,0.536,0.636,0.569,-0.1,0.915
club,klʌb,0.55,0.563,0.54,0.569,0.023,0.695
thick,θɪk,0.717,0.558,0.499,0.569,0.06,0.75
clubhouse,klʌbhaws,0.47,0.556,0.661,0.569,-0.105,0.903
sue,su,0.2,0.57,0.66,0.569,-0.09,0.518
cling,klɪŋ,0.717,0.559,0.561,0.569,-0.001,0.648
mousse,mus,0.467,0.575,0.491,0.569,0.084,0.958
gal,ɡæl,0.4,0.549,0.542,0.569,0.007,0.88
workroom,wɹ̩kɹum,0.383,0.552,0.493,0.569,0.06,0.915
gush,ɡʌʃ,0.802,0.546,0.64,0.568,-0.093,0.595
globe,ɡlowb,0.5,0.579,0.678,0.568,-0.099,0.898
gulp,ɡʌlp,0.833,0.563,0.489,0.568,0.074,0.798
peal,pil,0.47,0.565,0.65,0.568,-0.086,
clerk,klɹ̩k,0.433,0.594,0.536,0.568,0.058,0.82
pulp,pʌlp,0.591,0.549,0.582,0.568,-0.033,0.825
groovy,ɡɹuvi,0.717,0.553,0.561,0.568,-0.008,0.17
TV,tv,0.483,0.541,0.556,0.568,-0.014,
key,ki,0.533,0.555,0.596,0.568,-0.041,0.972
humped,hʌmpt,0.65,0.547,0.687,0.568,-0.14,0.678
